team_code,date,start_h_et,end_h_et,log_mins,opponent,tm,opp,w,l,streak
DEN,2020-09-11,18:30,20:59,149.0,Los Angeles Clippers,111,105,6,6,W 1
DEN,2020-09-13,13:00,15:27,147.0,Los Angeles Clippers,111,98,7,6,W 2
DEN,2020-09-15,21:00,23:17,137.0,Los Angeles Clippers,104,89,8,6,W 3
DEN,2020-09-18,21:00,23:31,151.0,Los Angeles Lakers,114,126,8,7,L 1
DEN,2020-09-20,19:30,22:05,155.0,Los Angeles Lakers,103,105,8,8,L 2
DEN,2020-09-22,21:00,23:34,154.0,Los Angeles Lakers,114,106,9,8,W 1
DEN,2020-09-24,21:00,23:31,151.0,Los Angeles Lakers,108,114,9,9,L 1
DEN,2020-09-26,21:00,23:32,152.0,Los Angeles Lakers,107,117,9,10,L 2
DEN,2021-05-22,22:30,00:38,128.0,Portland Trail Blazers,109,123,0,1,L 1
DEN,2021-05-24,22:00,00:32,152.0,Portland Trail Blazers,128,109,1,1,W 1
DEN,2021-05-27,22:30,00:58,148.0,Portland Trail Blazers,120,115,2,1,W 2
DEN,2021-05-29,16:00,18:15,135.0,Portland Trail Blazers,95,115,2,2,L 1
DEN,2021-06-01,21:00,00:03,183.0,Portland Trail Blazers,147,140,3,2,W 1
DEN,2021-06-03,20:00,22:18,138.0,Portland Trail Blazers,126,115,4,2,W 2
DEN,2021-06-07,22:00,00:06,126.0,Phoenix Suns,105,122,4,3,L 1
DEN,2021-06-09,21:30,23:45,135.0,Phoenix Suns,98,123,4,4,L 2
DEN,2021-06-11,22:00,00:10,130.0,Phoenix Suns,102,116,4,5,L 3
DEN,2021-06-13,20:00,22:33,153.0,Phoenix Suns,118,125,4,6,L 4
DEN,2022-04-16,20:30,22:54,144.0,Golden State Warriors,107,123,0,1,L 1
DEN,2022-04-18,22:00,00:29,149.0,Golden State Warriors,106,126,0,2,L 2
DEN,2022-04-21,22:00,00:33,153.0,Golden State Warriors,113,118,0,3,L 3
DEN,2022-04-24,15:30,18:16,166.0,Golden State Warriors,126,121,1,3,W 1
DEN,2022-04-27,22:00,00:26,146.0,Golden State Warriors,98,102,1,4,L 1
DEN,2023-04-16,22:30,00:51,141.0,Minnesota Timberwolves,109,80,1,0,W 1
DEN,2023-04-19,22:00,00:29,149.0,Minnesota Timberwolves,122,113,2,0,W 2
DEN,2023-04-21,21:30,23:55,145.0,Minnesota Timberwolves,120,111,3,0,W 3
DEN,2023-04-23,21:30,00:14,164.0,Minnesota Timberwolves,108,114,3,1,L 1
DEN,2023-04-25,21:00,23:39,159.0,Minnesota Timberwolves,112,109,4,1,W 1
DEN,2023-04-29,20:30,22:50,140.0,Phoenix Suns,125,107,5,1,W 2
DEN,2023-05-01,22:00,00:17,137.0,Phoenix Suns,97,87,6,1,W 3
DEN,2023-05-05,22:00,00:28,148.0,Phoenix Suns,114,121,6,2,L 1
DEN,2023-05-07,20:00,22:23,143.0,Phoenix Suns,124,129,6,3,L 2
DEN,2023-05-09,22:00,00:23,143.0,Phoenix Suns,118,102,7,3,W 1
DEN,2023-05-11,22:00,00:20,140.0,Phoenix Suns,125,100,8,3,W 2
DEN,2023-05-16,20:30,23:04,154.0,Los Angeles Lakers,132,126,9,3,W 3
DEN,2023-05-18,20:30,22:59,149.0,Los Angeles Lakers,108,103,10,3,W 4
DEN,2023-05-20,20:30,22:49,139.0,Los Angeles Lakers,119,108,11,3,W 5
DEN,2023-05-22,20:30,23:02,152.0,Los Angeles Lakers,113,111,12,3,W 6
DEN,2023-06-01,20:30,22:34,124.0,Miami Heat,104,93,13,3,W 7
DEN,2023-06-04,20:00,22:24,144.0,Miami Heat,108,111,13,4,L 1
DEN,2023-06-07,20:30,22:55,145.0,Miami Heat,109,94,14,4,W 1
DEN,2023-06-09,20:30,22:59,149.0,Miami Heat,108,95,15,4,W 2
DEN,2023-06-12,20:30,22:52,142.0,Miami Heat,94,89,16,4,W 3
DEN,2024-04-20,20:30,22:41,131.0,Los Angeles Lakers,114,103,1,0,W 1
DEN,2024-04-22,22:00,00:19,139.0,Los Angeles Lakers,101,99,2,0,W 2
DEN,2024-04-25,22:00,00:18,138.0,Los Angeles Lakers,112,105,3,0,W 3
DEN,2024-04-27,20:30,22:49,139.0,Los Angeles Lakers,108,119,3,1,L 1
DEN,2024-04-29,22:00,00:19,139.0,Los Angeles Lakers,108,106,4,1,W 1
DEN,2024-05-04,19:00,21:18,138.0,Minnesota Timberwolves,99,106,4,2,L 1
DEN,2024-05-06,22:00,00:19,139.0,Minnesota Timberwolves,80,106,4,3,L 2
DEN,2024-05-10,21:30,00:00,150.0,Minnesota Timberwolves,117,90,5,3,W 1
DEN,2024-05-12,20:00,22:23,143.0,Minnesota Timberwolves,115,107,6,3,W 2
DEN,2024-05-14,22:30,00:52,142.0,Minnesota Timberwolves,112,97,7,3,W 3
DEN,2024-05-16,20:30,22:42,132.0,Minnesota Timberwolves,70,115,7,4,L 1
DEN,2024-05-19,20:00,22:25,145.0,Minnesota Timberwolves,90,98,7,5,L 2
DET,2019-04-14,19:00,21:13,133.0,Milwaukee Bucks,86,121,0,1,L 1
DET,2019-04-17,20:00,22:18,138.0,Milwaukee Bucks,99,120,0,2,L 2
DET,2019-04-20,20:00,22:20,140.0,Milwaukee Bucks,103,119,0,3,L 3
DET,2019-04-22,20:00,22:30,150.0,Milwaukee Bucks,104,127,0,4,L 4
GSW,2018-04-14,15:00,17:17,137.0,San Antonio Spurs,113,92,1,0,W 1
GSW,2018-04-16,22:30,01:00,150.0,San Antonio Spurs,116,101,2,0,W 2
GSW,2018-04-19,21:30,23:44,134.0,San Antonio Spurs,110,97,3,0,W 3
GSW,2018-04-22,15:30,17:43,133.0,San Antonio Spurs,90,103,3,1,L 1
GSW,2018-04-24,22:30,00:55,145.0,San Antonio Spurs,99,91,4,1,W 1
GSW,2018-04-28,22:30,00:48,138.0,New Orleans Pelicans,123,101,5,1,W 2
GSW,2018-05-01,22:30,00:57,147.0,New Orleans Pelicans,121,116,6,1,W 3
GSW,2018-05-04,20:00,22:11,131.0,New Orleans Pelicans,100,119,6,2,L 1
GSW,2018-05-06,15:30,17:47,137.0,New Orleans Pelicans,118,92,7,2,W 1
GSW,2018-05-08,22:30,00:45,135.0,New Orleans Pelicans,113,104,8,2,W 2
GSW,2018-05-14,21:00,23:21,141.0,Houston Rockets,119,106,9,2,W 3
GSW,2018-05-16,21:00,23:19,139.0,Houston Rockets,105,127,9,3,L 1
GSW,2018-05-20,20:00,22:12,132.0,Houston Rockets,126,85,10,3,W 1
GSW,2018-05-22,21:00,23:26,146.0,Houston Rockets,92,95,10,4,L 1
GSW,2018-05-24,21:00,23:27,147.0,Houston Rockets,94,98,10,5,L 2
GSW,2018-05-26,21:00,23:16,136.0,Houston Rockets,115,86,11,5,W 1
GSW,2018-05-28,21:00,23:23,143.0,Houston Rockets,101,92,12,5,W 2
GSW,2018-05-31,21:00,23:38,158.0,Cleveland Cavaliers,124,114,13,5,W 3
GSW,2018-06-03,20:00,22:25,145.0,Cleveland Cavaliers,122,103,14,5,W 4
GSW,2018-06-06,21:00,23:19,139.0,Cleveland Cavaliers,110,102,15,5,W 5
GSW,2018-06-08,21:00,23:19,139.0,Cleveland Cavaliers,108,85,16,5,W 6
GSW,2019-04-13,20:00,22:25,145.0,Los Angeles Clippers,121,104,1,0,W 1
GSW,2019-04-15,22:30,01:12,162.0,Los Angeles Clippers,131,135,1,1,L 1
GSW,2019-04-18,22:30,01:01,151.0,Los Angeles Clippers,132,105,2,1,W 1
GSW,2019-04-21,15:30,17:58,148.0,Los Angeles Clippers,113,105,3,1,W 2
GSW,2019-04-24,22:30,00:55,145.0,Los Angeles Clippers,121,129,3,2,L 1
GSW,2019-04-26,22:00,00:30,150.0,Los Angeles Clippers,129,110,4,2,W 1
GSW,2019-04-28,15:30,18:00,150.0,Houston Rockets,104,100,5,2,W 2
GSW,2019-04-30,22:30,00:55,145.0,Houston Rockets,115,109,6,2,W 3
GSW,2019-05-04,20:30,23:04,154.0,Houston Rockets,121,126,6,3,L 1
GSW,2019-05-06,21:30,23:58,148.0,Houston Rockets,108,112,6,4,L 2
GSW,2019-05-08,22:30,01:02,152.0,Houston Rockets,104,99,7,4,W 1
GSW,2019-05-10,21:00,23:21,141.0,Houston Rockets,118,113,8,4,W 2
GSW,2019-05-14,21:00,23:17,137.0,Portland Trail Blazers,116,94,9,4,W 3
GSW,2019-05-16,21:00,23:18,138.0,Portland Trail Blazers,114,111,10,4,W 4
GSW,2019-05-18,21:00,23:23,143.0,Portland Trail Blazers,110,99,11,4,W 5
GSW,2019-05-20,21:00,23:29,149.0,Portland Trail Blazers,119,117,12,4,W 6
GSW,2019-05-30,21:00,23:25,145.0,Toronto Raptors,109,118,12,5,L 1
GSW,2019-06-02,20:00,22:36,156.0,Toronto Raptors,109,104,13,5,W 1
GSW,2019-06-05,21:00,23:27,147.0,Toronto Raptors,109,123,13,6,L 1
GSW,2019-06-07,21:00,23:26,146.0,Toronto Raptors,92,105,13,7,L 2
GSW,2019-06-10,21:00,23:26,146.0,Toronto Raptors,106,105,14,7,W 1
GSW,2019-06-13,21:00,23:37,157.0,Toronto Raptors,110,114,14,8,L 1
GSW,2022-04-16,20:30,22:54,144.0,Denver Nuggets,123,107,1,0,W 1
GSW,2022-04-18,22:00,00:29,149.0,Denver Nuggets,126,106,2,0,W 2
GSW,2022-04-21,22:00,00:33,153.0,Denver Nuggets,118,113,3,0,W 3
GSW,2022-04-24,15:30,18:16,166.0,Denver Nuggets,121,126,3,1,L 1
GSW,2022-04-27,22:00,00:26,146.0,Denver Nuggets,102,98,4,1,W 1
GSW,2022-05-01,15:30,18:10,160.0,Memphis Grizzlies,117,116,5,1,W 2
GSW,2022-05-03,21:30,00:02,152.0,Memphis Grizzlies,101,106,5,2,L 1
GSW,2022-05-07,20:30,22:52,142.0,Memphis Grizzlies,142,112,6,2,W 1
GSW,2022-05-09,22:00,00:21,141.0,Memphis Grizzlies,101,98,7,2,W 2
GSW,2022-05-11,21:30,23:44,134.0,Memphis Grizzlies,95,134,7,3,L 1
GSW,2022-05-13,22:00,00:17,137.0,Memphis Grizzlies,110,96,8,3,W 1
GSW,2022-05-18,21:00,23:15,135.0,Dallas Mavericks,112,87,9,3,W 2
GSW,2022-05-20,21:00,23:33,153.0,Dallas Mavericks,126,117,10,3,W 3
GSW,2022-05-22,21:00,23:34,154.0,Dallas Mavericks,109,100,11,3,W 4
GSW,2022-05-24,21:00,23:32,152.0,Dallas Mavericks,109,119,11,4,L 1
GSW,2022-05-26,21:00,23:17,137.0,Dallas Mavericks,120,110,12,4,W 1
GSW,2022-06-02,21:00,23:19,139.0,Boston Celtics,108,120,12,5,L 1
GSW,2022-06-05,20:00,22:28,148.0,Boston Celtics,107,88,13,5,W 1
GSW,2022-06-08,21:00,23:26,146.0,Boston Celtics,100,116,13,6,L 1
GSW,2022-06-10,21:00,23:21,141.0,Boston Celtics,107,97,14,6,W 1
GSW,2022-06-13,21:00,23:27,147.0,Boston Celtics,104,94,15,6,W 2
GSW,2022-06-16,21:00,23:20,140.0,Boston Celtics,103,90,16,6,W 3
GSW,2023-04-15,20:30,22:59,149.0,Sacramento Kings,123,126,0,1,L 1
GSW,2023-04-17,22:00,00:34,154.0,Sacramento Kings,106,114,0,2,L 2
GSW,2023-04-20,22:00,00:24,144.0,Sacramento Kings,114,97,1,2,W 1
GSW,2023-04-23,15:30,18:01,151.0,Sacramento Kings,126,125,2,2,W 2
GSW,2023-04-26,22:00,00:31,151.0,Sacramento Kings,123,116,3,2,W 3
GSW,2023-04-28,20:00,22:33,153.0,Sacramento Kings,99,118,3,3,L 1
GSW,2023-04-30,15:30,17:59,149.0,Sacramento Kings,120,100,4,3,W 1
GSW,2023-05-02,22:00,00:21,141.0,Los Angeles Lakers,112,117,4,4,L 1
GSW,2023-05-04,21:00,23:23,143.0,Los Angeles Lakers,127,100,5,4,W 1
GSW,2023-05-06,20:30,23:03,153.0,Los Angeles Lakers,97,127,5,5,L 1
GSW,2023-05-08,22:00,00:26,146.0,Los Angeles Lakers,101,104,5,6,L 2
GSW,2023-05-10,22:00,00:21,141.0,Los Angeles Lakers,121,106,6,6,W 1
GSW,2023-05-12,22:00,00:26,146.0,Los Angeles Lakers,101,122,6,7,L 1
HOU,2018-04-15,21:00,23:21,141.0,Minnesota Timberwolves,104,101,1,0,W 1
HOU,2018-04-18,21:30,23:47,137.0,Minnesota Timberwolves,102,82,2,0,W 2
HOU,2018-04-21,19:30,21:46,136.0,Minnesota Timberwolves,105,121,2,1,L 1
HOU,2018-04-23,20:00,22:14,134.0,Minnesota Timberwolves,119,100,3,1,W 1
HOU,2018-04-25,21:30,23:45,135.0,Minnesota Timberwolves,122,104,4,1,W 2
HOU,2018-04-29,15:30,17:44,134.0,Utah Jazz,110,96,5,1,W 3
HOU,2018-05-02,20:00,22:27,147.0,Utah Jazz,108,116,5,2,L 1
HOU,2018-05-04,22:30,00:41,131.0,Utah Jazz,113,92,6,2,W 1
HOU,2018-05-06,20:00,22:22,142.0,Utah Jazz,100,87,7,2,W 2
HOU,2018-05-08,20:00,22:12,132.0,Utah Jazz,112,102,8,2,W 3
HOU,2018-05-14,21:00,23:21,141.0,Golden State Warriors,106,119,8,3,L 1
HOU,2018-05-16,21:00,23:19,139.0,Golden State Warriors,127,105,9,3,W 1
HOU,2018-05-20,20:00,22:12,132.0,Golden State Warriors,85,126,9,4,L 1
HOU,2018-05-22,21:00,23:26,146.0,Golden State Warriors,95,92,10,4,W 1
HOU,2018-05-24,21:00,23:27,147.0,Golden State Warriors,98,94,11,4,W 2
HOU,2018-05-26,21:00,23:16,136.0,Golden State Warriors,86,115,11,5,L 1
HOU,2018-05-28,21:00,23:23,143.0,Golden State Warriors,92,101,11,6,L 2
HOU,2019-04-14,21:30,23:46,136.0,Utah Jazz,122,90,1,0,W 1
HOU,2019-04-17,21:30,23:45,135.0,Utah Jazz,118,98,2,0,W 2
HOU,2019-04-20,22:30,01:08,158.0,Utah Jazz,104,101,3,0,W 3
HOU,2019-04-22,22:30,00:50,140.0,Utah Jazz,91,107,3,1,L 1
HOU,2019-04-24,20:00,22:14,134.0,Utah Jazz,100,93,4,1,W 1
HOU,2019-04-28,15:30,18:00,150.0,Golden State Warriors,100,104,4,2,L 1
HOU,2019-04-30,22:30,00:55,145.0,Golden State Warriors,109,115,4,3,L 2
HOU,2019-05-04,20:30,23:04,154.0,Golden State Warriors,126,121,5,3,W 1
HOU,2019-05-06,21:30,23:58,148.0,Golden State Warriors,112,108,6,3,W 2
HOU,2019-05-08,22:30,01:02,152.0,Golden State Warriors,99,104,6,4,L 1
HOU,2019-05-10,21:00,23:21,141.0,Golden State Warriors,113,118,6,5,L 2
HOU,2020-08-18,18:30,20:50,140.0,Oklahoma City Thunder,123,108,1,0,W 1
HOU,2020-08-20,15:30,17:55,145.0,Oklahoma City Thunder,111,98,2,0,W 2
HOU,2020-08-22,18:00,20:46,166.0,Oklahoma City Thunder,107,119,2,1,L 1
HOU,2020-08-24,16:00,18:26,146.0,Oklahoma City Thunder,114,117,2,2,L 2
HOU,2020-08-29,18:30,20:48,138.0,Oklahoma City Thunder,114,80,3,2,W 1
HOU,2020-08-31,21:00,23:24,144.0,Oklahoma City Thunder,100,104,3,3,L 1
HOU,2020-09-02,21:00,23:30,150.0,Oklahoma City Thunder,104,102,4,3,W 1
HOU,2020-09-04,21:00,23:24,144.0,Los Angeles Lakers,112,97,5,3,W 2
HOU,2020-09-06,20:30,22:54,144.0,Los Angeles Lakers,109,117,5,4,L 1
HOU,2020-09-08,21:00,23:20,140.0,Los Angeles Lakers,102,112,5,5,L 2
HOU,2020-09-10,19:00,21:29,149.0,Los Angeles Lakers,100,110,5,6,L 3
HOU,2020-09-12,20:00,22:22,142.0,Los Angeles Lakers,96,119,5,7,L 4
IND,2018-04-15,15:30,17:54,144.0,Cleveland Cavaliers,98,80,1,0,W 1
IND,2018-04-18,19:00,21:25,145.0,Cleveland Cavaliers,97,100,1,1,L 1
IND,2018-04-20,19:00,21:25,145.0,Cleveland Cavaliers,92,90,2,1,W 1
IND,2018-04-22,20:30,22:58,148.0,Cleveland Cavaliers,100,104,2,2,L 1
IND,2018-04-25,19:00,21:31,151.0,Cleveland Cavaliers,95,98,2,3,L 2
IND,2018-04-27,20:00,22:15,135.0,Cleveland Cavaliers,121,87,3,3,W 1
IND,2018-04-29,13:00,15:42,162.0,Cleveland Cavaliers,101,105,3,4,L 1
IND,2019-04-14,13:00,15:18,138.0,Boston Celtics,74,84,0,1,L 1
IND,2019-04-17,19:00,21:12,132.0,Boston Celtics,91,99,0,2,L 2
IND,2019-04-19,20:30,22:45,135.0,Boston Celtics,96,104,0,3,L 3
IND,2019-04-21,13:00,15:25,145.0,Boston Celtics,106,110,0,4,L 4
IND,2020-08-18,16:00,18:20,140.0,Miami Heat,101,113,0,1,L 1
IND,2020-08-20,13:00,15:22,142.0,Miami Heat,100,109,0,2,L 2
IND,2020-08-22,15:30,18:08,158.0,Miami Heat,115,124,0,3,L 3
IND,2020-08-24,18:30,20:51,141.0,Miami Heat,87,99,0,4,L 4
IND,2024-04-21,19:00,21:17,137.0,Milwaukee Bucks,94,109,0,1,L 1
IND,2024-04-23,20:30,22:51,141.0,Milwaukee Bucks,125,108,1,1,W 1
IND,2024-04-26,17:30,20:20,170.0,Milwaukee Bucks,121,118,2,1,W 2
IND,2024-04-28,19:00,21:25,145.0,Milwaukee Bucks,126,113,3,1,W 3
IND,2024-04-30,21:30,23:55,145.0,Milwaukee Bucks,92,115,3,2,L 1
IND,2024-05-02,18:30,20:57,147.0,Milwaukee Bucks,120,98,4,2,W 1
IND,2024-05-06,19:30,22:00,150.0,New York Knicks,117,121,4,3,L 1
IND,2024-05-08,20:00,22:22,142.0,New York Knicks,121,130,4,4,L 2
IND,2024-05-10,19:00,21:27,147.0,New York Knicks,111,106,5,4,W 1
IND,2024-05-12,15:30,17:45,135.0,New York Knicks,121,89,6,4,W 2
IND,2024-05-14,20:00,22:36,156.0,New York Knicks,91,121,6,5,L 1
IND,2024-05-17,20:30,22:51,141.0,New York Knicks,116,103,7,5,W 1
IND,2024-05-19,15:30,17:53,143.0,New York Knicks,130,109,8,5,W 2
IND,2024-05-21,20:00,22:46,166.0,Boston Celtics,128,133,8,6,L 1
IND,2024-05-23,20:00,22:21,141.0,Boston Celtics,110,126,8,7,L 2
IND,2024-05-25,20:30,22:55,145.0,Boston Celtics,111,114,8,8,L 3
IND,2024-05-27,20:00,22:22,142.0,Boston Celtics,102,105,8,9,L 4
LAC,2019-04-13,20:00,22:25,145.0,Golden State Warriors,104,121,0,1,L 1
LAC,2019-04-15,22:30,01:12,162.0,Golden State Warriors,135,131,1,1,W 1
LAC,2019-04-18,22:30,01:01,151.0,Golden State Warriors,105,132,1,2,L 1
LAC,2019-04-21,15:30,17:58,148.0,Golden State Warriors,105,113,1,3,L 2
LAC,2019-04-24,22:30,00:55,145.0,Golden State Warriors,129,121,2,3,W 1
LAC,2019-04-26,22:00,00:30,150.0,Golden State Warriors,110,129,2,4,L 1
LAC,2020-08-17,21:00,23:30,150.0,Dallas Mavericks,118,110,1,0,W 1
LAC,2020-08-19,21:00,23:40,160.0,Dallas Mavericks,114,127,1,1,L 1
LAC,2020-08-21,21:00,23:28,148.0,Dallas Mavericks,130,122,2,1,W 1
LAC,2020-08-23,15:30,18:14,164.0,Dallas Mavericks,133,135,2,2,L 1
LAC,2020-08-25,21:00,23:33,153.0,Dallas Mavericks,154,111,3,2,W 1
LAC,2020-08-30,15:30,17:46,136.0,Dallas Mavericks,111,97,4,2,W 2
LAC,2020-09-03,21:00,23:13,133.0,Denver Nuggets,120,97,5,2,W 3
LAC,2020-09-05,21:00,23:22,142.0,Denver Nuggets,101,110,5,3,L 1
LAC,2020-09-07,21:00,23:24,144.0,Denver Nuggets,113,107,6,3,W 1
LAC,2020-09-09,21:00,23:43,163.0,Denver Nuggets,96,85,7,3,W 2
LAC,2020-09-11,18:30,20:59,149.0,Denver Nuggets,105,111,7,4,L 1
LAC,2020-09-13,13:00,15:27,147.0,Denver Nuggets,98,111,7,5,L 2
LAC,2020-09-15,21:00,23:17,137.0,Denver Nuggets,89,104,7,6,L 3
LAC,2021-05-22,16:30,18:52,142.0,Dallas Mavericks,103,113,0,1,L 1
LAC,2021-05-25,22:30,00:56,146.0,Dallas Mavericks,121,127,0,2,L 2
LAC,2021-05-28,21:30,00:01,151.0,Dallas Mavericks,118,108,1,2,W 1
LAC,2021-05-30,21:30,23:53,143.0,Dallas Mavericks,106,81,2,2,W 2
LAC,2021-06-02,22:00,00:29,149.0,Dallas Mavericks,100,105,2,3,L 1
LAC,2021-06-04,21:00,23:26,146.0,Dallas Mavericks,104,97,3,3,W 1
LAC,2021-06-06,15:30,17:57,147.0,Dallas Mavericks,126,111,4,3,W 2
LAC,2021-06-08,22:00,00:31,151.0,Utah Jazz,109,112,4,4,L 1
LAC,2021-06-10,22:00,00:39,159.0,Utah Jazz,111,117,4,5,L 2
LAC,2021-06-12,20:30,22:48,138.0,Utah Jazz,132,106,5,5,W 1
LAC,2021-06-14,22:00,00:35,155.0,Utah Jazz,118,104,6,5,W 2
LAC,2021-06-16,22:00,00:42,162.0,Utah Jazz,119,111,7,5,W 3
LAC,2021-06-18,22:00,00:21,141.0,Utah Jazz,131,119,8,5,W 4
LAC,2021-06-20,15:30,17:40,130.0,Phoenix Suns,114,120,8,6,L 1
LAC,2021-06-22,21:00,23:48,168.0,Phoenix Suns,103,104,8,7,L 2
LAC,2021-06-24,21:00,23:19,139.0,Phoenix Suns,106,92,9,7,W 1
LAC,2021-06-26,21:00,23:38,158.0,Phoenix Suns,80,84,9,8,L 1
LAC,2021-06-28,21:00,23:21,141.0,Phoenix Suns,116,102,10,8,W 1
LAC,2021-06-30,21:00,23:30,150.0,Phoenix Suns,103,130,10,9,L 1
LAC,2023-04-16,20:00,22:31,151.0,Phoenix Suns,115,110,1,0,W 1
LAC,2023-04-18,22:00,00:27,147.0,Phoenix Suns,109,123,1,1,L 1
LAC,2023-04-20,22:30,00:58,148.0,Phoenix Suns,124,129,1,2,L 2
LAC,2023-04-22,15:30,17:43,133.0,Phoenix Suns,100,112,1,3,L 3
LAC,2023-04-25,22:00,00:34,154.0,Phoenix Suns,130,136,1,4,L 4
LAC,2024-04-21,15:30,17:52,142.0,Dallas Mavericks,109,97,1,0,W 1
LAC,2024-04-23,22:00,00:35,155.0,Dallas Mavericks,93,96,1,1,L 1
LAC,2024-04-26,20:00,22:28,148.0,Dallas Mavericks,90,101,1,2,L 2
LAC,2024-04-28,15:30,18:06,156.0,Dallas Mavericks,116,111,2,2,W 1
LAC,2024-05-01,22:00,00:16,136.0,Dallas Mavericks,93,123,2,3,L 1
LAC,2024-05-03,21:30,00:05,155.0,Dallas Mavericks,101,114,2,4,L 2
LAL,2020-08-18,21:00,23:38,158.0,Portland Trail Blazers,93,100,0,1,L 1
LAL,2020-08-20,21:00,23:12,132.0,Portland Trail Blazers,111,88,1,1,W 1
LAL,2020-08-22,20:30,22:54,144.0,Portland Trail Blazers,116,108,2,1,W 2
LAL,2020-08-24,21:00,23:27,147.0,Portland Trail Blazers,135,115,3,1,W 3
LAL,2020-08-29,21:00,23:33,153.0,Portland Trail Blazers,131,122,4,1,W 4
LAL,2020-09-04,21:00,23:24,144.0,Houston Rockets,97,112,4,2,L 1
LAL,2020-09-06,20:30,22:54,144.0,Houston Rockets,117,109,5,2,W 1
LAL,2020-09-08,21:00,23:20,140.0,Houston Rockets,112,102,6,2,W 2
LAL,2020-09-10,19:00,21:29,149.0,Houston Rockets,110,100,7,2,W 3
LAL,2020-09-12,20:00,22:22,142.0,Houston Rockets,119,96,8,2,W 4
LAL,2020-09-18,21:00,23:31,151.0,Denver Nuggets,126,114,9,2,W 5
LAL,2020-09-20,19:30,22:05,155.0,Denver Nuggets,105,103,10,2,W 6
LAL,2020-09-22,21:00,23:34,154.0,Denver Nuggets,106,114,10,3,L 1
LAL,2020-09-24,21:00,23:31,151.0,Denver Nuggets,114,108,11,3,W 1
LAL,2020-09-26,21:00,23:32,152.0,Denver Nuggets,117,107,12,3,W 2
LAL,2020-09-30,21:00,23:24,144.0,Miami Heat,116,98,13,3,W 3
LAL,2020-10-02,21:00,23:22,142.0,Miami Heat,124,114,14,3,W 4
LAL,2020-10-04,19:30,21:56,146.0,Miami Heat,104,115,14,4,L 1
LAL,2020-10-06,21:00,23:29,149.0,Miami Heat,102,96,15,4,W 1
LAL,2020-10-09,21:00,23:28,148.0,Miami Heat,108,111,15,5,L 1
LAL,2020-10-11,19:30,21:51,141.0,Miami Heat,106,93,16,5,W 1
LAL,2021-05-23,15:30,17:53,143.0,Phoenix Suns,90,99,0,1,L 1
LAL,2021-05-25,22:00,00:37,157.0,Phoenix Suns,109,102,1,1,W 1
LAL,2021-05-27,22:00,00:35,155.0,Phoenix Suns,109,95,2,1,W 2
LAL,2021-05-30,15:30,17:46,136.0,Phoenix Suns,92,100,2,2,L 1
LAL,2021-06-01,22:00,00:19,139.0,Phoenix Suns,85,115,2,3,L 2
LAL,2021-06-03,22:30,00:58,148.0,Phoenix Suns,100,113,2,4,L 3
LAL,2023-04-16,15:00,17:20,140.0,Memphis Grizzlies,128,112,1,0,W 1
LAL,2023-04-19,19:30,21:54,144.0,Memphis Grizzlies,93,103,1,1,L 1
LAL,2023-04-22,22:00,00:33,153.0,Memphis Grizzlies,111,101,2,1,W 1
LAL,2023-04-24,22:00,00:54,174.0,Memphis Grizzlies,117,111,3,1,W 2
LAL,2023-04-26,19:30,21:45,135.0,Memphis Grizzlies,99,116,3,2,L 1
