team_code,date,start_h_et,end_h_et,log_mins,opponent,tm,opp,w,l,streak
LAL,2023-04-28,22:30,00:44,134.0,Memphis Grizzlies,125,85,4,2,W 1
LAL,2023-05-02,22:00,00:21,141.0,Golden State Warriors,117,112,5,2,W 2
LAL,2023-05-04,21:00,23:23,143.0,Golden State Warriors,100,127,5,3,L 1
LAL,2023-05-06,20:30,23:03,153.0,Golden State Warriors,127,97,6,3,W 1
LAL,2023-05-08,22:00,00:26,146.0,Golden State Warriors,104,101,7,3,W 2
LAL,2023-05-10,22:00,00:21,141.0,Golden State Warriors,106,121,7,4,L 1
LAL,2023-05-12,22:00,00:26,146.0,Golden State Warriors,122,101,8,4,W 1
LAL,2023-05-16,20:30,23:04,154.0,Denver Nuggets,126,132,8,5,L 1
LAL,2023-05-18,20:30,22:59,149.0,Denver Nuggets,103,108,8,6,L 2
LAL,2023-05-20,20:30,22:49,139.0,Denver Nuggets,108,119,8,7,L 3
LAL,2023-05-22,20:30,23:02,152.0,Denver Nuggets,111,113,8,8,L 4
LAL,2024-04-20,20:30,22:41,131.0,Denver Nuggets,103,114,0,1,L 1
LAL,2024-04-22,22:00,00:19,139.0,Denver Nuggets,99,101,0,2,L 2
LAL,2024-04-25,22:00,00:18,138.0,Denver Nuggets,105,112,0,3,L 3
LAL,2024-04-27,20:30,22:49,139.0,Denver Nuggets,119,108,1,3,W 1
LAL,2024-04-29,22:00,00:19,139.0,Denver Nuggets,106,108,1,4,L 1
MEM,2021-05-23,21:30,00:01,151.0,Utah Jazz,112,109,1,0,W 1
MEM,2021-05-26,22:00,00:33,153.0,Utah Jazz,129,141,1,1,L 1
MEM,2021-05-29,21:30,23:48,138.0,Utah Jazz,111,121,1,2,L 2
MEM,2021-05-31,21:30,23:59,149.0,Utah Jazz,113,120,1,3,L 3
MEM,2021-06-02,21:30,23:39,129.0,Utah Jazz,110,126,1,4,L 4
MEM,2022-04-16,15:30,18:18,168.0,Minnesota Timberwolves,117,130,0,1,L 1
MEM,2022-04-19,20:30,22:57,147.0,Minnesota Timberwolves,124,96,1,1,W 1
MEM,2022-04-21,19:30,22:00,150.0,Minnesota Timberwolves,104,95,2,1,W 2
MEM,2022-04-23,22:00,00:57,177.0,Minnesota Timberwolves,118,119,2,2,L 1
MEM,2022-04-26,19:30,22:15,165.0,Minnesota Timberwolves,111,109,3,2,W 1
MEM,2022-04-29,21:00,23:32,152.0,Minnesota Timberwolves,114,106,4,2,W 2
MEM,2022-05-01,15:30,18:10,160.0,Golden State Warriors,116,117,4,3,L 1
MEM,2022-05-03,21:30,00:02,152.0,Golden State Warriors,106,101,5,3,W 1
MEM,2022-05-07,20:30,22:52,142.0,Golden State Warriors,112,142,5,4,L 1
MEM,2022-05-09,22:00,00:21,141.0,Golden State Warriors,98,101,5,5,L 2
MEM,2022-05-11,21:30,23:44,134.0,Golden State Warriors,134,95,6,5,W 1
MEM,2022-05-13,22:00,00:17,137.0,Golden State Warriors,96,110,6,6,L 1
MEM,2023-04-16,15:00,17:20,140.0,Los Angeles Lakers,112,128,0,1,L 1
MEM,2023-04-19,19:30,21:54,144.0,Los Angeles Lakers,103,93,1,1,W 1
MEM,2023-04-22,22:00,00:33,153.0,Los Angeles Lakers,101,111,1,2,L 1
MEM,2023-04-24,22:00,00:54,174.0,Los Angeles Lakers,111,117,1,3,L 2
MEM,2023-04-26,19:30,21:45,135.0,Los Angeles Lakers,116,99,2,3,W 1
MEM,2023-04-28,22:30,00:44,134.0,Los Angeles Lakers,85,125,2,4,L 1
MIA,2018-04-14,20:00,22:31,151.0,Philadelphia 76ers,103,130,0,1,L 1
MIA,2018-04-16,20:00,22:35,155.0,Philadelphia 76ers,113,103,1,1,W 1
MIA,2018-04-19,19:00,21:38,158.0,Philadelphia 76ers,108,128,1,2,L 1
MIA,2018-04-21,14:30,17:12,162.0,Philadelphia 76ers,102,106,1,3,L 2
MIA,2018-04-24,20:00,22:32,152.0,Philadelphia 76ers,91,104,1,4,L 3
MIA,2020-08-18,16:00,18:20,140.0,Indiana Pacers,113,101,1,0,W 1
MIA,2020-08-20,13:00,15:22,142.0,Indiana Pacers,109,100,2,0,W 2
MIA,2020-08-22,15:30,18:08,158.0,Indiana Pacers,124,115,3,0,W 3
MIA,2020-08-24,18:30,20:51,141.0,Indiana Pacers,99,87,4,0,W 4
MIA,2020-08-31,18:30,21:03,153.0,Milwaukee Bucks,115,104,5,0,W 5
MIA,2020-09-02,18:30,21:17,167.0,Milwaukee Bucks,116,114,6,0,W 6
MIA,2020-09-04,18:30,21:01,151.0,Milwaukee Bucks,115,100,7,0,W 7
MIA,2020-09-06,15:30,18:15,165.0,Milwaukee Bucks,115,118,7,1,L 1
MIA,2020-09-08,18:30,21:02,152.0,Milwaukee Bucks,103,94,8,1,W 1
MIA,2020-09-15,18:30,21:11,161.0,Boston Celtics,117,114,9,1,W 2
MIA,2020-09-17,19:00,21:22,142.0,Boston Celtics,106,101,10,1,W 3
MIA,2020-09-19,20:30,22:59,149.0,Boston Celtics,106,117,10,2,L 1
MIA,2020-09-23,20:30,23:05,155.0,Boston Celtics,112,109,11,2,W 1
MIA,2020-09-25,20:30,23:05,155.0,Boston Celtics,108,121,11,3,L 1
MIA,2020-09-27,19:30,21:49,139.0,Boston Celtics,125,113,12,3,W 1
MIA,2020-09-30,21:00,23:24,144.0,Los Angeles Lakers,98,116,12,4,L 1
MIA,2020-10-02,21:00,23:22,142.0,Los Angeles Lakers,114,124,12,5,L 2
MIA,2020-10-04,19:30,21:56,146.0,Los Angeles Lakers,115,104,13,5,W 1
MIA,2020-10-06,21:00,23:29,149.0,Los Angeles Lakers,96,102,13,6,L 1
MIA,2020-10-09,21:00,23:28,148.0,Los Angeles Lakers,111,108,14,6,W 1
MIA,2020-10-11,19:30,21:51,141.0,Los Angeles Lakers,93,106,14,7,L 1
MIA,2021-05-22,14:00,16:44,164.0,Milwaukee Bucks,107,109,0,1,L 1
MIA,2021-05-24,19:30,22:00,150.0,Milwaukee Bucks,98,132,0,2,L 2
MIA,2021-05-27,19:30,21:50,140.0,Milwaukee Bucks,84,113,0,3,L 3
MIA,2021-05-29,13:30,15:48,138.0,Milwaukee Bucks,103,120,0,4,L 4
MIA,2022-04-17,13:00,15:16,136.0,Atlanta Hawks,115,91,1,0,W 1
MIA,2022-04-19,19:30,22:00,150.0,Atlanta Hawks,115,105,2,0,W 2
MIA,2022-04-22,19:45,22:09,144.0,Atlanta Hawks,110,111,2,1,L 1
MIA,2022-04-24,19:00,21:21,141.0,Atlanta Hawks,110,86,3,1,W 1
MIA,2022-04-26,19:00,21:45,165.0,Atlanta Hawks,97,94,4,1,W 2
MIA,2022-05-02,19:30,21:48,138.0,Philadelphia 76ers,106,92,5,1,W 3
MIA,2022-05-04,19:30,21:57,147.0,Philadelphia 76ers,119,103,6,1,W 4
MIA,2022-05-06,19:00,21:26,146.0,Philadelphia 76ers,79,99,6,2,L 1
MIA,2022-05-08,20:00,22:34,154.0,Philadelphia 76ers,108,116,6,3,L 2
MIA,2022-05-10,19:30,21:46,136.0,Philadelphia 76ers,120,85,7,3,W 1
MIA,2022-05-12,19:00,21:16,136.0,Philadelphia 76ers,99,90,8,3,W 2
MIA,2022-05-17,20:30,23:09,159.0,Boston Celtics,118,107,9,3,W 3
MIA,2022-05-19,20:30,22:46,136.0,Boston Celtics,102,127,9,4,L 1
MIA,2022-05-21,20:30,23:07,157.0,Boston Celtics,109,103,10,4,W 1
MIA,2022-05-23,20:30,22:50,140.0,Boston Celtics,82,102,10,5,L 1
MIA,2022-05-25,20:30,22:50,140.0,Boston Celtics,80,93,10,6,L 2
MIA,2022-05-27,20:30,23:11,161.0,Boston Celtics,111,103,11,6,W 1
MIA,2022-05-29,20:30,23:00,150.0,Boston Celtics,96,100,11,7,L 1
MIA,2023-04-16,17:30,19:58,148.0,Milwaukee Bucks,130,117,1,0,W 1
MIA,2023-04-19,21:00,23:08,128.0,Milwaukee Bucks,122,138,1,1,L 1
MIA,2023-04-22,19:30,21:45,135.0,Milwaukee Bucks,121,99,2,1,W 1
MIA,2023-04-24,19:30,22:04,154.0,Milwaukee Bucks,119,114,3,1,W 2
MIA,2023-04-26,21:30,00:28,178.0,Milwaukee Bucks,128,126,4,1,W 3
MIA,2023-04-30,13:00,15:20,140.0,New York Knicks,108,101,5,1,W 4
MIA,2023-05-02,19:30,22:03,153.0,New York Knicks,105,111,5,2,L 1
MIA,2023-05-06,15:30,18:07,157.0,New York Knicks,105,86,6,2,W 1
MIA,2023-05-08,19:30,21:59,149.0,New York Knicks,109,101,7,2,W 2
MIA,2023-05-10,19:30,22:01,151.0,New York Knicks,103,112,7,3,L 1
MIA,2023-05-12,19:30,22:01,151.0,New York Knicks,96,92,8,3,W 1
MIA,2023-05-17,20:30,22:48,138.0,Boston Celtics,123,116,9,3,W 2
MIA,2023-05-19,20:30,22:52,142.0,Boston Celtics,111,105,10,3,W 3
MIA,2023-05-21,20:30,22:46,136.0,Boston Celtics,128,102,11,3,W 4
MIA,2023-05-23,20:30,22:52,142.0,Boston Celtics,99,116,11,4,L 1
MIA,2023-05-25,20:30,22:38,128.0,Boston Celtics,97,110,11,5,L 2
MIA,2023-05-27,20:30,23:10,160.0,Boston Celtics,103,104,11,6,L 3
MIA,2023-05-29,20:30,22:40,130.0,Boston Celtics,103,84,12,6,W 1
MIA,2023-06-01,20:30,22:34,124.0,Denver Nuggets,93,104,12,7,L 1
MIA,2023-06-04,20:00,22:24,144.0,Denver Nuggets,111,108,13,7,W 1
MIA,2023-06-07,20:30,22:55,145.0,Denver Nuggets,94,109,13,8,L 1
MIA,2023-06-09,20:30,22:59,149.0,Denver Nuggets,95,108,13,9,L 2
MIA,2023-06-12,20:30,22:52,142.0,Denver Nuggets,89,94,13,10,L 3
MIA,2024-04-21,13:00,15:09,129.0,Boston Celtics,94,114,0,1,L 1
MIA,2024-04-24,19:00,21:19,139.0,Boston Celtics,111,101,1,1,W 1
MIA,2024-04-27,18:00,20:11,131.0,Boston Celtics,84,104,1,2,L 1
MIA,2024-04-29,19:30,21:50,140.0,Boston Celtics,88,102,1,3,L 2
MIA,2024-05-01,19:30,21:41,131.0,Boston Celtics,84,118,1,4,L 3
MIL,2018-04-15,13:00,15:50,170.0,Boston Celtics,107,113,0,1,L 1
MIL,2018-04-17,20:00,22:16,136.0,Boston Celtics,106,120,0,2,L 2
MIL,2018-04-20,21:30,23:43,133.0,Boston Celtics,116,92,1,2,W 1
MIL,2018-04-22,13:00,15:25,145.0,Boston Celtics,104,102,2,2,W 2
MIL,2018-04-24,19:00,21:32,152.0,Boston Celtics,87,92,2,3,L 1
MIL,2018-04-26,20:00,22:20,140.0,Boston Celtics,97,86,3,3,W 1
MIL,2018-04-28,20:00,22:22,142.0,Boston Celtics,96,112,3,4,L 1
MIL,2019-04-14,19:00,21:13,133.0,Detroit Pistons,121,86,1,0,W 1
MIL,2019-04-17,20:00,22:18,138.0,Detroit Pistons,120,99,2,0,W 2
MIL,2019-04-20,20:00,22:20,140.0,Detroit Pistons,119,103,3,0,W 3
MIL,2019-04-22,20:00,22:30,150.0,Detroit Pistons,127,104,4,0,W 4
MIL,2019-04-28,13:00,15:05,125.0,Boston Celtics,90,112,4,1,L 1
MIL,2019-04-30,20:00,22:21,141.0,Boston Celtics,123,102,5,1,W 1
MIL,2019-05-03,20:00,22:33,153.0,Boston Celtics,123,116,6,1,W 2
MIL,2019-05-06,19:00,21:22,142.0,Boston Celtics,113,101,7,1,W 3
MIL,2019-05-08,20:00,22:24,144.0,Boston Celtics,116,91,8,1,W 4
MIL,2019-05-15,20:30,22:51,141.0,Toronto Raptors,108,100,9,1,W 5
MIL,2019-05-17,20:30,22:56,146.0,Toronto Raptors,125,103,10,1,W 6
MIL,2019-05-19,19:00,22:05,185.0,Toronto Raptors,112,118,10,2,L 1
MIL,2019-05-21,20:30,22:52,142.0,Toronto Raptors,102,120,10,3,L 2
MIL,2019-05-23,20:30,22:59,149.0,Toronto Raptors,99,105,10,4,L 3
MIL,2019-05-25,20:30,23:09,159.0,Toronto Raptors,94,100,10,5,L 4
MIL,2020-08-18,13:30,15:55,145.0,Orlando Magic,110,122,0,1,L 1
MIL,2020-08-20,18:00,20:21,141.0,Orlando Magic,111,96,1,1,W 1
MIL,2020-08-22,13:00,15:18,138.0,Orlando Magic,121,107,2,1,W 2
MIL,2020-08-24,13:30,15:47,137.0,Orlando Magic,121,106,3,1,W 3
MIL,2020-08-29,15:30,17:51,141.0,Orlando Magic,118,104,4,1,W 4
MIL,2020-08-31,18:30,21:03,153.0,Miami Heat,104,115,4,2,L 1
MIL,2020-09-02,18:30,21:17,167.0,Miami Heat,114,116,4,3,L 2
MIL,2020-09-04,18:30,21:01,151.0,Miami Heat,100,115,4,4,L 3
MIL,2020-09-06,15:30,18:15,165.0,Miami Heat,118,115,5,4,W 1
MIL,2020-09-08,18:30,21:02,152.0,Miami Heat,94,103,5,5,L 1
MIL,2021-05-22,14:00,16:44,164.0,Miami Heat,109,107,1,0,W 1
MIL,2021-05-24,19:30,22:00,150.0,Miami Heat,132,98,2,0,W 2
MIL,2021-05-27,19:30,21:50,140.0,Miami Heat,113,84,3,0,W 3
MIL,2021-05-29,13:30,15:48,138.0,Miami Heat,120,103,4,0,W 4
MIL,2021-06-05,19:30,21:50,140.0,Brooklyn Nets,107,115,4,1,L 1
MIL,2021-06-07,19:30,21:37,127.0,Brooklyn Nets,86,125,4,2,L 2
MIL,2021-06-10,19:30,21:55,145.0,Brooklyn Nets,86,83,5,2,W 1
MIL,2021-06-13,15:00,17:25,145.0,Brooklyn Nets,107,96,6,2,W 2
MIL,2021-06-15,20:30,23:01,151.0,Brooklyn Nets,108,114,6,3,L 1
MIL,2021-06-17,20:30,22:51,141.0,Brooklyn Nets,104,89,7,3,W 1
MIL,2021-06-19,20:30,23:24,174.0,Brooklyn Nets,115,111,8,3,W 2
MIL,2021-06-23,20:30,22:49,139.0,Atlanta Hawks,113,116,8,4,L 1
MIL,2021-06-25,20:30,22:48,138.0,Atlanta Hawks,125,91,9,4,W 1
MIL,2021-06-27,20:30,22:54,144.0,Atlanta Hawks,113,102,10,4,W 2
MIL,2021-06-29,20:30,22:50,140.0,Atlanta Hawks,88,110,10,5,L 1
MIL,2021-07-01,20:30,22:54,144.0,Atlanta Hawks,123,112,11,5,W 1
MIL,2021-07-03,20:30,22:53,143.0,Atlanta Hawks,118,107,12,5,W 2
MIL,2021-07-06,21:00,23:17,137.0,Phoenix Suns,105,118,12,6,L 1
MIL,2021-07-08,21:00,23:22,142.0,Phoenix Suns,108,118,12,7,L 2
MIL,2021-07-11,20:00,22:24,144.0,Phoenix Suns,120,100,13,7,W 1
MIL,2021-07-14,21:00,23:24,144.0,Phoenix Suns,109,103,14,7,W 2
MIL,2021-07-17,21:00,23:23,143.0,Phoenix Suns,123,119,15,7,W 3
MIL,2021-07-20,21:00,23:31,151.0,Phoenix Suns,105,98,16,7,W 4
MIL,2022-04-17,18:30,20:52,142.0,Chicago Bulls,93,86,1,0,W 1
MIL,2022-04-20,21:30,00:04,154.0,Chicago Bulls,110,114,1,1,L 1
MIL,2022-04-22,20:30,22:35,125.0,Chicago Bulls,111,81,2,1,W 1
MIL,2022-04-24,13:00,15:22,142.0,Chicago Bulls,119,95,3,1,W 2
MIL,2022-04-27,19:30,21:47,137.0,Chicago Bulls,116,100,4,1,W 3
MIL,2022-05-01,13:00,15:28,148.0,Boston Celtics,101,89,5,1,W 4
MIL,2022-05-03,19:00,21:31,151.0,Boston Celtics,86,109,5,2,L 1
MIL,2022-05-07,15:30,18:04,154.0,Boston Celtics,103,101,6,2,W 1
MIL,2022-05-09,19:30,22:03,153.0,Boston Celtics,108,116,6,3,L 1
MIL,2022-05-11,19:00,21:31,151.0,Boston Celtics,110,107,7,3,W 1
MIL,2022-05-13,19:30,21:57,147.0,Boston Celtics,95,108,7,4,L 1
MIL,2022-05-15,15:30,17:57,147.0,Boston Celtics,81,109,7,5,L 2
MIL,2023-04-16,17:30,19:58,148.0,Miami Heat,117,130,0,1,L 1
MIL,2023-04-19,21:00,23:08,128.0,Miami Heat,138,122,1,1,W 1
MIL,2023-04-22,19:30,21:45,135.0,Miami Heat,99,121,1,2,L 1
MIL,2023-04-24,19:30,22:04,154.0,Miami Heat,114,119,1,3,L 2
MIL,2023-04-26,21:30,00:28,178.0,Miami Heat,126,128,1,4,L 3
MIL,2024-04-21,19:00,21:17,137.0,Indiana Pacers,109,94,1,0,W 1
MIL,2024-04-23,20:30,22:51,141.0,Indiana Pacers,108,125,1,1,L 1
MIL,2024-04-26,17:30,20:20,170.0,Indiana Pacers,118,121,1,2,L 2
MIL,2024-04-28,19:00,21:25,145.0,Indiana Pacers,113,126,1,3,L 3
MIL,2024-04-30,21:30,23:55,145.0,Indiana Pacers,115,92,2,3,W 1
MIL,2024-05-02,18:30,20:57,147.0,Indiana Pacers,98,120,2,4,L 1
MIN,2018-04-15,21:00,23:21,141.0,Houston Rockets,101,104,0,1,L 1
MIN,2018-04-18,21:30,23:47,137.0,Houston Rockets,82,102,0,2,L 2
MIN,2018-04-21,19:30,21:46,136.0,Houston Rockets,121,105,1,2,W 1
MIN,2018-04-23,20:00,22:14,134.0,Houston Rockets,100,119,1,3,L 1
MIN,2018-04-25,21:30,23:45,135.0,Houston Rockets,104,122,1,4,L 2
MIN,2022-04-16,15:30,18:18,168.0,Memphis Grizzlies,130,117,1,0,W 1
MIN,2022-04-19,20:30,22:57,147.0,Memphis Grizzlies,96,124,1,1,L 1
MIN,2022-04-21,19:30,22:00,150.0,Memphis Grizzlies,95,104,1,2,L 2
MIN,2022-04-23,22:00,00:57,177.0,Memphis Grizzlies,119,118,2,2,W 1
MIN,2022-04-26,19:30,22:15,165.0,Memphis Grizzlies,109,111,2,3,L 1
MIN,2022-04-29,21:00,23:32,152.0,Memphis Grizzlies,106,114,2,4,L 2
MIN,2023-04-16,22:30,00:51,141.0,Denver Nuggets,80,109,0,1,L 1
MIN,2023-04-19,22:00,00:29,149.0,Denver Nuggets,113,122,0,2,L 2
MIN,2023-04-21,21:30,23:55,145.0,Denver Nuggets,111,120,0,3,L 3
MIN,2023-04-23,21:30,00:14,164.0,Denver Nuggets,114,108,1,3,W 1
MIN,2023-04-25,21:00,23:39,159.0,Denver Nuggets,109,112,1,4,L 1
MIN,2024-04-20,15:30,18:05,155.0,Phoenix Suns,120,95,1,0,W 1
MIN,2024-04-23,19:30,22:02,152.0,Phoenix Suns,105,93,2,0,W 2
MIN,2024-04-26,22:30,01:04,154.0,Phoenix Suns,126,109,3,0,W 3
MIN,2024-04-28,21:30,00:18,168.0,Phoenix Suns,122,116,4,0,W 4
MIN,2024-05-04,19:00,21:18,138.0,Denver Nuggets,106,99,5,0,W 5
MIN,2024-05-06,22:00,00:19,139.0,Denver Nuggets,106,80,6,0,W 6
MIN,2024-05-10,21:30,00:00,150.0,Denver Nuggets,90,117,6,1,L 1
MIN,2024-05-12,20:00,22:23,143.0,Denver Nuggets,107,115,6,2,L 2
MIN,2024-05-14,22:30,00:52,142.0,Denver Nuggets,97,112,6,3,L 3
MIN,2024-05-16,20:30,22:42,132.0,Denver Nuggets,115,70,7,3,W 1
MIN,2024-05-19,20:00,22:25,145.0,Denver Nuggets,98,90,8,3,W 2
MIN,2024-05-22,20:30,22:56,146.0,Dallas Mavericks,105,108,8,4,L 1
MIN,2024-05-24,20:30,22:59,149.0,Dallas Mavericks,108,109,8,5,L 2
MIN,2024-05-26,20:00,22:31,151.0,Dallas Mavericks,107,116,8,6,L 3
MIN,2024-05-28,20:30,23:05,155.0,Dallas Mavericks,105,100,9,6,W 1
MIN,2024-05-30,20:30,22:51,141.0,Dallas Mavericks,103,124,9,7,L 1
NOP,2018-04-14,22:30,00:42,132.0,Portland Trail Blazers,97,95,1,0,W 1
NOP,2018-04-17,22:30,00:44,134.0,Portland Trail Blazers,111,102,2,0,W 2
NOP,2018-04-19,21:00,23:17,137.0,Portland Trail Blazers,119,102,3,0,W 3
NOP,2018-04-21,17:00,19:35,155.0,Portland Trail Blazers,131,123,4,0,W 4
NOP,2018-04-28,22:30,00:48,138.0,Golden State Warriors,101,123,4,1,L 1
NOP,2018-05-01,22:30,00:57,147.0,Golden State Warriors,116,121,4,2,L 2
NOP,2018-05-04,20:00,22:11,131.0,Golden State Warriors,119,100,5,2,W 1
NOP,2018-05-06,15:30,17:47,137.0,Golden State Warriors,92,118,5,3,L 1
NOP,2018-05-08,22:30,00:45,135.0,Golden State Warriors,104,113,5,4,L 2
NOP,2022-04-17,21:00,23:24,144.0,Phoenix Suns,99,110,0,1,L 1
NOP,2022-04-19,22:00,00:17,137.0,Phoenix Suns,125,114,1,1,W 1
NOP,2022-04-22,22:00,00:38,158.0,Phoenix Suns,111,114,1,2,L 1
NOP,2022-04-24,21:30,00:02,152.0,Phoenix Suns,118,103,2,2,W 1
NOP,2022-04-26,22:00,00:25,145.0,Phoenix Suns,97,112,2,3,L 1
NOP,2022-04-28,19:30,21:53,143.0,Phoenix Suns,109,115,2,4,L 2
NOP,2024-04-21,21:30,23:51,141.0,Oklahoma City Thunder,92,94,0,1,L 1
NOP,2024-04-24,21:30,23:48,138.0,Oklahoma City Thunder,92,124,0,2,L 2
NOP,2024-04-27,15:30,17:47,137.0,Oklahoma City Thunder,85,106,0,3,L 3
NOP,2024-04-29,20:30,22:54,144.0,Oklahoma City Thunder,89,97,0,4,L 4
NYK,2021-05-23,19:00,21:20,140.0,Atlanta Hawks,105,107,0,1,L 1
NYK,2021-05-26,19:30,21:56,146.0,Atlanta Hawks,101,92,1,1,W 1
NYK,2021-05-28,19:00,21:22,142.0,Atlanta Hawks,94,105,1,2,L 1
NYK,2021-05-30,13:00,15:19,139.0,Atlanta Hawks,96,113,1,3,L 2
NYK,2021-06-02,19:30,21:52,142.0,Atlanta Hawks,89,103,1,4,L 3
NYK,2023-04-15,18:00,20:26,146.0,Cleveland Cavaliers,101,97,1,0,W 1
NYK,2023-04-18,19:30,21:51,141.0,Cleveland Cavaliers,90,107,1,1,L 1
NYK,2023-04-21,20:30,22:44,134.0,Cleveland Cavaliers,99,79,2,1,W 1
NYK,2023-04-23,13:00,15:22,142.0,Cleveland Cavaliers,102,93,3,1,W 2
NYK,2023-04-26,19:00,21:25,145.0,Cleveland Cavaliers,106,95,4,1,W 3
NYK,2023-04-30,13:00,15:20,140.0,Miami Heat,101,108,4,2,L 1
NYK,2023-05-02,19:30,22:03,153.0,Miami Heat,111,105,5,2,W 1
NYK,2023-05-06,15:30,18:07,157.0,Miami Heat,86,105,5,3,L 1
NYK,2023-05-08,19:30,21:59,149.0,Miami Heat,101,109,5,4,L 2
NYK,2023-05-10,19:30,22:01,151.0,Miami Heat,112,103,6,4,W 1
NYK,2023-05-12,19:30,22:01,151.0,Miami Heat,92,96,6,5,L 1
NYK,2024-04-20,18:00,20:30,150.0,Philadelphia 76ers,111,104,1,0,W 1
NYK,2024-04-22,19:30,22:05,155.0,Philadelphia 76ers,104,101,2,0,W 2
NYK,2024-04-25,19:30,22:06,156.0,Philadelphia 76ers,114,125,2,1,L 1
NYK,2024-04-28,13:00,15:41,161.0,Philadelphia 76ers,97,92,3,1,W 1
NYK,2024-04-30,19:00,21:49,169.0,Philadelphia 76ers,106,112,3,2,L 1
NYK,2024-05-02,21:00,23:37,157.0,Philadelphia 76ers,118,115,4,2,W 1
NYK,2024-05-06,19:30,22:00,150.0,Indiana Pacers,121,117,5,2,W 2
NYK,2024-05-08,20:00,22:22,142.0,Indiana Pacers,130,121,6,2,W 3
NYK,2024-05-10,19:00,21:27,147.0,Indiana Pacers,106,111,6,3,L 1
NYK,2024-05-12,15:30,17:45,135.0,Indiana Pacers,89,121,6,4,L 2
NYK,2024-05-14,20:00,22:36,156.0,Indiana Pacers,121,91,7,4,W 1
NYK,2024-05-17,20:30,22:51,141.0,Indiana Pacers,103,116,7,5,L 1
NYK,2024-05-19,15:30,17:53,143.0,Indiana Pacers,109,130,7,6,L 2
OKC,2018-04-15,18:30,20:53,143.0,Utah Jazz,116,108,1,0,W 1
OKC,2018-04-18,20:00,22:26,146.0,Utah Jazz,95,102,1,1,L 1
OKC,2018-04-21,22:00,00:21,141.0,Utah Jazz,102,115,1,2,L 2
OKC,2018-04-23,22:30,01:07,157.0,Utah Jazz,96,113,1,3,L 3
OKC,2018-04-25,21:30,23:58,148.0,Utah Jazz,107,99,2,3,W 1
OKC,2018-04-27,22:30,00:58,148.0,Utah Jazz,91,96,2,4,L 1
OKC,2019-04-14,15:30,17:56,146.0,Portland Trail Blazers,99,104,0,1,L 1
OKC,2019-04-16,22:30,00:58,148.0,Portland Trail Blazers,94,114,0,2,L 2
OKC,2019-04-19,21:30,00:00,150.0,Portland Trail Blazers,120,108,1,2,W 1
OKC,2019-04-21,21:30,23:50,140.0,Portland Trail Blazers,98,111,1,3,L 1
OKC,2019-04-23,22:30,00:50,140.0,Portland Trail Blazers,115,118,1,4,L 2
OKC,2020-08-18,18:30,20:50,140.0,Houston Rockets,108,123,0,1,L 1
OKC,2020-08-20,15:30,17:55,145.0,Houston Rockets,98,111,0,2,L 2
OKC,2020-08-22,18:00,20:46,166.0,Houston Rockets,119,107,1,2,W 1
OKC,2020-08-24,16:00,18:26,146.0,Houston Rockets,117,114,2,2,W 2
OKC,2020-08-29,18:30,20:48,138.0,Houston Rockets,80,114,2,3,L 1
OKC,2020-08-31,21:00,23:24,144.0,Houston Rockets,104,100,3,3,W 1
OKC,2020-09-02,21:00,23:30,150.0,Houston Rockets,102,104,3,4,L 1
OKC,2024-04-21,21:30,23:51,141.0,New Orleans Pelicans,94,92,1,0,W 1
OKC,2024-04-24,21:30,23:48,138.0,New Orleans Pelicans,124,92,2,0,W 2
OKC,2024-04-27,15:30,17:47,137.0,New Orleans Pelicans,106,85,3,0,W 3
OKC,2024-04-29,20:30,22:54,144.0,New Orleans Pelicans,97,89,4,0,W 4
OKC,2024-05-07,21:30,23:53,143.0,Dallas Mavericks,117,95,5,0,W 5
