team_code,date,start_h_et,end_h_et,log_mins,opponent,tm,opp,w,l,streak
OKC,2024-05-09,21:30,23:57,147.0,Dallas Mavericks,110,119,5,1,L 1
OKC,2024-05-11,15:30,17:55,145.0,Dallas Mavericks,101,105,5,2,L 2
OKC,2024-05-13,21:30,00:09,159.0,Dallas Mavericks,100,96,6,2,W 1
OKC,2024-05-15,21:30,23:42,132.0,Dallas Mavericks,92,104,6,3,L 1
OKC,2024-05-18,20:00,22:26,146.0,Dallas Mavericks,116,117,6,4,L 2
ORL,2019-04-13,17:00,19:14,134.0,Toronto Raptors,104,101,1,0,W 1
ORL,2019-04-16,20:00,22:18,138.0,Toronto Raptors,82,111,1,1,L 1
ORL,2019-04-19,19:00,21:16,136.0,Toronto Raptors,93,98,1,2,L 2
ORL,2019-04-21,19:00,21:10,130.0,Toronto Raptors,85,107,1,3,L 3
ORL,2019-04-23,19:00,21:18,138.0,Toronto Raptors,96,115,1,4,L 4
ORL,2020-08-18,13:30,15:55,145.0,Milwaukee Bucks,122,110,1,0,W 1
ORL,2020-08-20,18:00,20:21,141.0,Milwaukee Bucks,96,111,1,1,L 1
ORL,2020-08-22,13:00,15:18,138.0,Milwaukee Bucks,107,121,1,2,L 2
ORL,2020-08-24,13:30,15:47,137.0,Milwaukee Bucks,106,121,1,3,L 3
ORL,2020-08-29,15:30,17:51,141.0,Milwaukee Bucks,104,118,1,4,L 4
ORL,2024-04-20,13:00,15:32,152.0,Cleveland Cavaliers,83,97,0,1,L 1
ORL,2024-04-22,19:00,21:31,151.0,Cleveland Cavaliers,86,96,0,2,L 2
ORL,2024-04-25,19:00,21:10,130.0,Cleveland Cavaliers,121,83,1,2,W 1
ORL,2024-04-27,13:00,15:20,140.0,Cleveland Cavaliers,112,89,2,2,W 2
ORL,2024-04-30,20:00,22:31,151.0,Cleveland Cavaliers,103,104,2,3,L 1
ORL,2024-05-03,19:00,21:28,148.0,Cleveland Cavaliers,103,96,3,3,W 1
ORL,2024-05-05,13:00,15:37,157.0,Cleveland Cavaliers,94,106,3,4,L 1
PHI,2018-04-14,20:00,22:31,151.0,Miami Heat,130,103,1,0,W 1
PHI,2018-04-16,20:00,22:35,155.0,Miami Heat,103,113,1,1,L 1
PHI,2018-04-19,19:00,21:38,158.0,Miami Heat,128,108,2,1,W 1
PHI,2018-04-21,14:30,17:12,162.0,Miami Heat,106,102,3,1,W 2
PHI,2018-04-24,20:00,22:32,152.0,Miami Heat,104,91,4,1,W 3
PHI,2018-04-30,20:00,22:22,142.0,Boston Celtics,101,117,4,2,L 1
PHI,2018-05-03,20:30,22:53,143.0,Boston Celtics,103,108,4,3,L 2
PHI,2018-05-05,17:00,19:43,163.0,Boston Celtics,98,101,4,4,L 3
PHI,2018-05-07,18:00,20:27,147.0,Boston Celtics,103,92,5,4,W 1
PHI,2018-05-09,20:00,22:39,159.0,Boston Celtics,112,114,5,5,L 1
PHI,2019-04-13,14:30,17:04,154.0,Brooklyn Nets,102,111,0,1,L 1
PHI,2019-04-15,20:00,22:28,148.0,Brooklyn Nets,145,123,1,1,W 1
PHI,2019-04-18,20:00,22:30,150.0,Brooklyn Nets,131,115,2,1,W 2
PHI,2019-04-20,15:00,17:33,153.0,Brooklyn Nets,112,108,3,1,W 3
PHI,2019-04-23,20:00,22:18,138.0,Brooklyn Nets,122,100,4,1,W 4
PHI,2019-04-27,19:30,21:55,145.0,Toronto Raptors,95,108,4,2,L 1
PHI,2019-04-29,20:00,22:26,146.0,Toronto Raptors,94,89,5,2,W 1
PHI,2019-05-02,20:00,22:23,143.0,Toronto Raptors,116,95,6,2,W 2
PHI,2019-05-05,15:30,18:05,155.0,Toronto Raptors,96,101,6,3,L 1
PHI,2019-05-07,20:00,22:21,141.0,Toronto Raptors,89,125,6,4,L 2
PHI,2019-05-09,20:00,22:26,146.0,Toronto Raptors,112,101,7,4,W 1
PHI,2019-05-12,19:00,21:30,150.0,Toronto Raptors,90,92,7,5,L 1
PHI,2020-08-17,18:30,20:55,145.0,Boston Celtics,101,109,0,1,L 1
PHI,2020-08-19,18:30,20:51,141.0,Boston Celtics,101,128,0,2,L 2
PHI,2020-08-21,18:30,20:59,149.0,Boston Celtics,94,102,0,3,L 3
PHI,2020-08-23,13:00,15:37,157.0,Boston Celtics,106,110,0,4,L 4
PHI,2021-05-23,13:00,15:29,149.0,Washington Wizards,125,118,1,0,W 1
PHI,2021-05-26,19:00,21:21,141.0,Washington Wizards,120,95,2,0,W 2
PHI,2021-05-29,19:00,21:14,134.0,Washington Wizards,132,103,3,0,W 3
PHI,2021-05-31,19:00,21:42,162.0,Washington Wizards,114,122,3,1,L 1
PHI,2021-06-02,19:00,21:34,154.0,Washington Wizards,129,112,4,1,W 1
PHI,2021-06-06,13:00,15:30,150.0,Atlanta Hawks,124,128,4,2,L 1
PHI,2021-06-08,19:30,21:57,147.0,Atlanta Hawks,118,102,5,2,W 1
PHI,2021-06-11,19:30,22:03,153.0,Atlanta Hawks,127,111,6,2,W 2
PHI,2021-06-14,19:30,22:03,153.0,Atlanta Hawks,100,103,6,3,L 1
PHI,2021-06-16,19:30,22:10,160.0,Atlanta Hawks,106,109,6,4,L 2
PHI,2021-06-18,19:30,22:06,156.0,Atlanta Hawks,104,99,7,4,W 1
PHI,2021-06-20,20:00,22:35,155.0,Atlanta Hawks,96,103,7,5,L 1
PHI,2022-04-16,18:00,20:26,146.0,Toronto Raptors,131,111,1,0,W 1
PHI,2022-04-18,19:30,21:53,143.0,Toronto Raptors,112,97,2,0,W 2
PHI,2022-04-20,20:00,22:37,157.0,Toronto Raptors,104,101,3,0,W 3
PHI,2022-04-23,14:00,16:28,148.0,Toronto Raptors,102,110,3,1,L 1
PHI,2022-04-25,20:00,22:13,133.0,Toronto Raptors,88,103,3,2,L 2
PHI,2022-04-28,19:00,21:27,147.0,Toronto Raptors,132,97,4,2,W 1
PHI,2022-05-02,19:30,21:48,138.0,Miami Heat,92,106,4,3,L 1
PHI,2022-05-04,19:30,21:57,147.0,Miami Heat,103,119,4,4,L 2
PHI,2022-05-06,19:00,21:26,146.0,Miami Heat,99,79,5,4,W 1
PHI,2022-05-08,20:00,22:34,154.0,Miami Heat,116,108,6,4,W 2
PHI,2022-05-10,19:30,21:46,136.0,Miami Heat,85,120,6,5,L 1
PHI,2022-05-12,19:00,21:16,136.0,Miami Heat,90,99,6,6,L 2
PHI,2023-04-15,13:00,15:14,134.0,Brooklyn Nets,121,101,1,0,W 1
PHI,2023-04-17,19:30,21:50,140.0,Brooklyn Nets,96,84,2,0,W 2
PHI,2023-04-20,19:30,21:58,148.0,Brooklyn Nets,102,97,3,0,W 3
PHI,2023-04-22,13:00,15:19,139.0,Brooklyn Nets,96,88,4,0,W 4
PHI,2023-05-01,19:30,21:46,136.0,Boston Celtics,119,115,5,0,W 5
PHI,2023-05-03,20:00,22:13,133.0,Boston Celtics,87,121,5,1,L 1
PHI,2023-05-05,19:30,21:52,142.0,Boston Celtics,102,114,5,2,L 2
PHI,2023-05-07,15:30,18:05,155.0,Boston Celtics,116,115,6,2,W 1
PHI,2023-05-09,19:30,21:55,145.0,Boston Celtics,115,103,7,2,W 2
PHI,2023-05-11,19:30,21:50,140.0,Boston Celtics,86,95,7,3,L 1
PHI,2023-05-14,15:30,17:53,143.0,Boston Celtics,88,112,7,4,L 2
PHI,2024-04-20,18:00,20:30,150.0,New York Knicks,104,111,0,1,L 1
PHI,2024-04-22,19:30,22:05,155.0,New York Knicks,101,104,0,2,L 2
PHI,2024-04-25,19:30,22:06,156.0,New York Knicks,125,114,1,2,W 1
PHI,2024-04-28,13:00,15:41,161.0,New York Knicks,92,97,1,3,L 1
PHI,2024-04-30,19:00,21:49,169.0,New York Knicks,112,106,2,3,W 1
PHI,2024-05-02,21:00,23:37,157.0,New York Knicks,115,118,2,4,L 1
PHO,2021-05-23,15:30,17:53,143.0,Los Angeles Lakers,99,90,1,0,W 1
PHO,2021-05-25,22:00,00:37,157.0,Los Angeles Lakers,102,109,1,1,L 1
PHO,2021-05-27,22:00,00:35,155.0,Los Angeles Lakers,95,109,1,2,L 2
PHO,2021-05-30,15:30,17:46,136.0,Los Angeles Lakers,100,92,2,2,W 1
PHO,2021-06-01,22:00,00:19,139.0,Los Angeles Lakers,115,85,3,2,W 2
PHO,2021-06-03,22:30,00:58,148.0,Los Angeles Lakers,113,100,4,2,W 3
PHO,2021-06-07,22:00,00:06,126.0,Denver Nuggets,122,105,5,2,W 4
PHO,2021-06-09,21:30,23:45,135.0,Denver Nuggets,123,98,6,2,W 5
PHO,2021-06-11,22:00,00:10,130.0,Denver Nuggets,116,102,7,2,W 6
PHO,2021-06-13,20:00,22:33,153.0,Denver Nuggets,125,118,8,2,W 7
PHO,2021-06-20,15:30,17:40,130.0,Los Angeles Clippers,120,114,9,2,W 8
PHO,2021-06-22,21:00,23:48,168.0,Los Angeles Clippers,104,103,10,2,W 9
PHO,2021-06-24,21:00,23:19,139.0,Los Angeles Clippers,92,106,10,3,L 1
PHO,2021-06-26,21:00,23:38,158.0,Los Angeles Clippers,84,80,11,3,W 1
PHO,2021-06-28,21:00,23:21,141.0,Los Angeles Clippers,102,116,11,4,L 1
PHO,2021-06-30,21:00,23:30,150.0,Los Angeles Clippers,130,103,12,4,W 1
PHO,2021-07-06,21:00,23:17,137.0,Milwaukee Bucks,118,105,13,4,W 2
PHO,2021-07-08,21:00,23:22,142.0,Milwaukee Bucks,118,108,14,4,W 3
PHO,2021-07-11,20:00,22:24,144.0,Milwaukee Bucks,100,120,14,5,L 1
PHO,2021-07-14,21:00,23:24,144.0,Milwaukee Bucks,103,109,14,6,L 2
PHO,2021-07-17,21:00,23:23,143.0,Milwaukee Bucks,119,123,14,7,L 3
PHO,2021-07-20,21:00,23:31,151.0,Milwaukee Bucks,98,105,14,8,L 4
PHO,2022-04-17,21:00,23:24,144.0,New Orleans Pelicans,110,99,1,0,W 1
PHO,2022-04-19,22:00,00:17,137.0,New Orleans Pelicans,114,125,1,1,L 1
PHO,2022-04-22,22:00,00:38,158.0,New Orleans Pelicans,114,111,2,1,W 1
PHO,2022-04-24,21:30,00:02,152.0,New Orleans Pelicans,103,118,2,2,L 1
PHO,2022-04-26,22:00,00:25,145.0,New Orleans Pelicans,112,97,3,2,W 1
PHO,2022-04-28,19:30,21:53,143.0,New Orleans Pelicans,115,109,4,2,W 2
PHO,2022-05-02,22:00,00:24,144.0,Dallas Mavericks,121,114,5,2,W 3
PHO,2022-05-04,22:00,00:24,144.0,Dallas Mavericks,129,109,6,2,W 4
PHO,2022-05-06,21:30,23:42,132.0,Dallas Mavericks,94,103,6,3,L 1
PHO,2022-05-08,15:30,17:52,142.0,Dallas Mavericks,101,111,6,4,L 2
PHO,2022-05-10,22:00,00:19,139.0,Dallas Mavericks,110,80,7,4,W 1
PHO,2022-05-12,21:30,23:53,143.0,Dallas Mavericks,86,113,7,5,L 1
PHO,2022-05-15,20:00,22:07,127.0,Dallas Mavericks,90,123,7,6,L 2
PHO,2023-04-16,20:00,22:31,151.0,Los Angeles Clippers,110,115,0,1,L 1
PHO,2023-04-18,22:00,00:27,147.0,Los Angeles Clippers,123,109,1,1,W 1
PHO,2023-04-20,22:30,00:58,148.0,Los Angeles Clippers,129,124,2,1,W 2
PHO,2023-04-22,15:30,17:43,133.0,Los Angeles Clippers,112,100,3,1,W 3
PHO,2023-04-25,22:00,00:34,154.0,Los Angeles Clippers,136,130,4,1,W 4
PHO,2023-04-29,20:30,22:50,140.0,Denver Nuggets,107,125,4,2,L 1
PHO,2023-05-01,22:00,00:17,137.0,Denver Nuggets,87,97,4,3,L 2
PHO,2023-05-05,22:00,00:28,148.0,Denver Nuggets,121,114,5,3,W 1
PHO,2023-05-07,20:00,22:23,143.0,Denver Nuggets,129,124,6,3,W 2
PHO,2023-05-09,22:00,00:23,143.0,Denver Nuggets,102,118,6,4,L 1
PHO,2023-05-11,22:00,00:20,140.0,Denver Nuggets,100,125,6,5,L 2
PHO,2024-04-20,15:30,18:05,155.0,Minnesota Timberwolves,95,120,0,1,L 1
PHO,2024-04-23,19:30,22:02,152.0,Minnesota Timberwolves,93,105,0,2,L 2
PHO,2024-04-26,22:30,01:04,154.0,Minnesota Timberwolves,109,126,0,3,L 3
PHO,2024-04-28,21:30,00:18,168.0,Minnesota Timberwolves,116,122,0,4,L 4
POR,2018-04-14,22:30,00:42,132.0,New Orleans Pelicans,95,97,0,1,L 1
POR,2018-04-17,22:30,00:44,134.0,New Orleans Pelicans,102,111,0,2,L 2
POR,2018-04-19,21:00,23:17,137.0,New Orleans Pelicans,102,119,0,3,L 3
POR,2018-04-21,17:00,19:35,155.0,New Orleans Pelicans,123,131,0,4,L 4
POR,2019-04-14,15:30,17:56,146.0,Oklahoma City Thunder,104,99,1,0,W 1
POR,2019-04-16,22:30,00:58,148.0,Oklahoma City Thunder,114,94,2,0,W 2
POR,2019-04-19,21:30,00:00,150.0,Oklahoma City Thunder,108,120,2,1,L 1
POR,2019-04-21,21:30,23:50,140.0,Oklahoma City Thunder,111,98,3,1,W 1
POR,2019-04-23,22:30,00:50,140.0,Oklahoma City Thunder,118,115,4,1,W 2
POR,2019-04-29,22:30,00:52,142.0,Denver Nuggets,113,121,4,2,L 1
POR,2019-05-01,21:00,23:32,152.0,Denver Nuggets,97,90,5,2,W 1
POR,2019-05-03,22:30,01:55,205.0,Denver Nuggets,140,137,6,2,W 2
POR,2019-05-05,19:00,21:36,156.0,Denver Nuggets,112,116,6,3,L 1
POR,2019-05-07,22:30,00:54,144.0,Denver Nuggets,98,124,6,4,L 2
POR,2019-05-09,22:30,00:53,143.0,Denver Nuggets,119,108,7,4,W 1
POR,2019-05-12,15:30,18:01,151.0,Denver Nuggets,100,96,8,4,W 2
POR,2019-05-14,21:00,23:17,137.0,Golden State Warriors,94,116,8,5,L 1
POR,2019-05-16,21:00,23:18,138.0,Golden State Warriors,111,114,8,6,L 2
POR,2019-05-18,21:00,23:23,143.0,Golden State Warriors,99,110,8,7,L 3
POR,2019-05-20,21:00,23:29,149.0,Golden State Warriors,117,119,8,8,L 4
POR,2020-08-18,21:00,23:38,158.0,Los Angeles Lakers,100,93,1,0,W 1
POR,2020-08-20,21:00,23:12,132.0,Los Angeles Lakers,88,111,1,1,L 1
POR,2020-08-22,20:30,22:54,144.0,Los Angeles Lakers,108,116,1,2,L 2
POR,2020-08-24,21:00,23:27,147.0,Los Angeles Lakers,115,135,1,3,L 3
POR,2020-08-29,21:00,23:33,153.0,Los Angeles Lakers,122,131,1,4,L 4
POR,2021-05-22,22:30,00:38,128.0,Denver Nuggets,123,109,1,0,W 1
POR,2021-05-24,22:00,00:32,152.0,Denver Nuggets,109,128,1,1,L 1
POR,2021-05-27,22:30,00:58,148.0,Denver Nuggets,115,120,1,2,L 2
POR,2021-05-29,16:00,18:15,135.0,Denver Nuggets,115,95,2,2,W 1
POR,2021-06-01,21:00,00:03,183.0,Denver Nuggets,140,147,2,3,L 1
POR,2021-06-03,20:00,22:18,138.0,Denver Nuggets,115,126,2,4,L 2
SAC,2023-04-15,20:30,22:59,149.0,Golden State Warriors,126,123,1,0,W 1
SAC,2023-04-17,22:00,00:34,154.0,Golden State Warriors,114,106,2,0,W 2
SAC,2023-04-20,22:00,00:24,144.0,Golden State Warriors,97,114,2,1,L 1
SAC,2023-04-23,15:30,18:01,151.0,Golden State Warriors,125,126,2,2,L 2
SAC,2023-04-26,22:00,00:31,151.0,Golden State Warriors,116,123,2,3,L 3
SAC,2023-04-28,20:00,22:33,153.0,Golden State Warriors,118,99,3,3,W 1
SAC,2023-04-30,15:30,17:59,149.0,Golden State Warriors,100,120,3,4,L 1
SAS,2018-04-14,15:00,17:17,137.0,Golden State Warriors,92,113,0,1,L 1
SAS,2018-04-16,22:30,01:00,150.0,Golden State Warriors,101,116,0,2,L 2
SAS,2018-04-19,21:30,23:44,134.0,Golden State Warriors,97,110,0,3,L 3
SAS,2018-04-22,15:30,17:43,133.0,Golden State Warriors,103,90,1,3,W 1
SAS,2018-04-24,22:30,00:55,145.0,Golden State Warriors,91,99,1,4,L 1
SAS,2019-04-13,22:30,00:47,137.0,Denver Nuggets,101,96,1,0,W 1
SAS,2019-04-16,21:00,23:16,136.0,Denver Nuggets,105,114,1,1,L 1
SAS,2019-04-18,21:00,23:15,135.0,Denver Nuggets,118,108,2,1,W 1
SAS,2019-04-20,17:30,19:50,140.0,Denver Nuggets,103,117,2,2,L 1
SAS,2019-04-23,21:30,23:40,130.0,Denver Nuggets,90,108,2,3,L 2
SAS,2019-04-25,20:00,22:17,137.0,Denver Nuggets,120,103,3,3,W 1
SAS,2019-04-27,22:00,00:27,147.0,Denver Nuggets,86,90,3,4,L 1
TOR,2018-04-14,17:30,19:50,140.0,Washington Wizards,114,106,1,0,W 1
TOR,2018-04-17,19:00,21:27,147.0,Washington Wizards,130,119,2,0,W 2
TOR,2018-04-20,20:00,22:31,151.0,Washington Wizards,103,122,2,1,L 1
TOR,2018-04-22,18:00,20:38,158.0,Washington Wizards,98,106,2,2,L 2
TOR,2018-04-25,19:00,21:23,143.0,Washington Wizards,108,98,3,2,W 1
TOR,2018-04-27,19:00,21:18,138.0,Washington Wizards,102,92,4,2,W 2
TOR,2018-05-01,20:00,22:53,173.0,Cleveland Cavaliers,112,113,4,3,L 1
TOR,2018-05-03,18:00,20:19,139.0,Cleveland Cavaliers,110,128,4,4,L 2
TOR,2018-05-05,20:30,23:06,156.0,Cleveland Cavaliers,103,105,4,5,L 3
TOR,2018-05-07,20:30,22:57,147.0,Cleveland Cavaliers,93,128,4,6,L 4
TOR,2019-04-13,17:00,19:14,134.0,Orlando Magic,101,104,0,1,L 1
TOR,2019-04-16,20:00,22:18,138.0,Orlando Magic,111,82,1,1,W 1
TOR,2019-04-19,19:00,21:16,136.0,Orlando Magic,98,93,2,1,W 2
TOR,2019-04-21,19:00,21:10,130.0,Orlando Magic,107,85,3,1,W 3
TOR,2019-04-23,19:00,21:18,138.0,Orlando Magic,115,96,4,1,W 4
TOR,2019-04-27,19:30,21:55,145.0,Philadelphia 76ers,108,95,5,1,W 5
TOR,2019-04-29,20:00,22:26,146.0,Philadelphia 76ers,89,94,5,2,L 1
TOR,2019-05-02,20:00,22:23,143.0,Philadelphia 76ers,95,116,5,3,L 2
TOR,2019-05-05,15:30,18:05,155.0,Philadelphia 76ers,101,96,6,3,W 1
TOR,2019-05-07,20:00,22:21,141.0,Philadelphia 76ers,125,89,7,3,W 2
TOR,2019-05-09,20:00,22:26,146.0,Philadelphia 76ers,101,112,7,4,L 1
TOR,2019-05-12,19:00,21:30,150.0,Philadelphia 76ers,92,90,8,4,W 1
TOR,2019-05-15,20:30,22:51,141.0,Milwaukee Bucks,100,108,8,5,L 1
TOR,2019-05-17,20:30,22:56,146.0,Milwaukee Bucks,103,125,8,6,L 2
TOR,2019-05-19,19:00,22:05,185.0,Milwaukee Bucks,118,112,9,6,W 1
TOR,2019-05-21,20:30,22:52,142.0,Milwaukee Bucks,120,102,10,6,W 2
TOR,2019-05-23,20:30,22:59,149.0,Milwaukee Bucks,105,99,11,6,W 3
TOR,2019-05-25,20:30,23:09,159.0,Milwaukee Bucks,100,94,12,6,W 4
TOR,2019-05-30,21:00,23:25,145.0,Golden State Warriors,118,109,13,6,W 5
TOR,2019-06-02,20:00,22:36,156.0,Golden State Warriors,104,109,13,7,L 1
TOR,2019-06-05,21:00,23:27,147.0,Golden State Warriors,123,109,14,7,W 1
TOR,2019-06-07,21:00,23:26,146.0,Golden State Warriors,105,92,15,7,W 2
TOR,2019-06-10,21:00,23:26,146.0,Golden State Warriors,105,106,15,8,L 1
TOR,2019-06-13,21:00,23:37,157.0,Golden State Warriors,114,110,16,8,W 1
TOR,2020-08-17,16:00,18:26,146.0,Brooklyn Nets,134,110,1,0,W 1
TOR,2020-08-19,13:30,16:02,152.0,Brooklyn Nets,104,99,2,0,W 2
TOR,2020-08-21,13:30,15:38,128.0,Brooklyn Nets,117,92,3,0,W 3
TOR,2020-08-23,18:30,20:50,140.0,Brooklyn Nets,150,122,4,0,W 4
TOR,2020-08-30,13:00,15:24,144.0,Boston Celtics,94,112,4,1,L 1
TOR,2020-09-01,17:30,19:56,146.0,Boston Celtics,99,102,4,2,L 2
TOR,2020-09-03,18:30,20:54,144.0,Boston Celtics,104,103,5,2,W 1
TOR,2020-09-05,18:30,20:57,147.0,Boston Celtics,100,93,6,2,W 2
TOR,2020-09-07,18:30,20:48,138.0,Boston Celtics,89,111,6,3,L 1
TOR,2020-09-09,18:30,21:31,181.0,Boston Celtics,125,122,7,3,W 1
TOR,2020-09-11,21:00,23:22,142.0,Boston Celtics,87,92,7,4,L 1
TOR,2022-04-16,18:00,20:26,146.0,Philadelphia 76ers,111,131,0,1,L 1
TOR,2022-04-18,19:30,21:53,143.0,Philadelphia 76ers,97,112,0,2,L 2
TOR,2022-04-20,20:00,22:37,157.0,Philadelphia 76ers,101,104,0,3,L 3
TOR,2022-04-23,14:00,16:28,148.0,Philadelphia 76ers,110,102,1,3,W 1
TOR,2022-04-25,20:00,22:13,133.0,Philadelphia 76ers,103,88,2,3,W 2
TOR,2022-04-28,19:00,21:27,147.0,Philadelphia 76ers,97,132,2,4,L 1
UTA,2018-04-15,18:30,20:53,143.0,Oklahoma City Thunder,108,116,0,1,L 1
UTA,2018-04-18,20:00,22:26,146.0,Oklahoma City Thunder,102,95,1,1,W 1
UTA,2018-04-21,22:00,00:21,141.0,Oklahoma City Thunder,115,102,2,1,W 2
UTA,2018-04-23,22:30,01:07,157.0,Oklahoma City Thunder,113,96,3,1,W 3
UTA,2018-04-25,21:30,23:58,148.0,Oklahoma City Thunder,99,107,3,2,L 1
UTA,2018-04-27,22:30,00:58,148.0,Oklahoma City Thunder,96,91,4,2,W 1
UTA,2018-04-29,15:30,17:44,134.0,Houston Rockets,96,110,4,3,L 1
UTA,2018-05-02,20:00,22:27,147.0,Houston Rockets,116,108,5,3,W 1
UTA,2018-05-04,22:30,00:41,131.0,Houston Rockets,92,113,5,4,L 1
UTA,2018-05-06,20:00,22:22,142.0,Houston Rockets,87,100,5,5,L 2
UTA,2018-05-08,20:00,22:12,132.0,Houston Rockets,102,112,5,6,L 3
UTA,2019-04-14,21:30,23:46,136.0,Houston Rockets,90,122,0,1,L 1
UTA,2019-04-17,21:30,23:45,135.0,Houston Rockets,98,118,0,2,L 2
UTA,2019-04-20,22:30,01:08,158.0,Houston Rockets,101,104,0,3,L 3
UTA,2019-04-22,22:30,00:50,140.0,Houston Rockets,107,91,1,3,W 1
UTA,2019-04-24,20:00,22:14,134.0,Houston Rockets,93,100,1,4,L 1
UTA,2020-08-17,13:30,16:03,153.0,Denver Nuggets,125,135,0,1,L 1
UTA,2020-08-19,16:00,18:15,135.0,Denver Nuggets,124,105,1,1,W 1
UTA,2020-08-21,16:00,18:14,134.0,Denver Nuggets,124,87,2,1,W 2
UTA,2020-08-23,21:00,23:30,150.0,Denver Nuggets,129,127,3,1,W 3
UTA,2020-08-25,18:30,20:55,145.0,Denver Nuggets,107,117,3,2,L 1
UTA,2020-08-30,20:30,22:55,145.0,Denver Nuggets,107,119,3,3,L 2
UTA,2020-09-01,20:30,22:43,133.0,Denver Nuggets,78,80,3,4,L 3
UTA,2021-05-23,21:30,00:01,151.0,Memphis Grizzlies,109,112,0,1,L 1
UTA,2021-05-26,22:00,00:33,153.0,Memphis Grizzlies,141,129,1,1,W 1
UTA,2021-05-29,21:30,23:48,138.0,Memphis Grizzlies,121,111,2,1,W 2
UTA,2021-05-31,21:30,23:59,149.0,Memphis Grizzlies,120,113,3,1,W 3
UTA,2021-06-02,21:30,23:39,129.0,Memphis Grizzlies,126,110,4,1,W 4
UTA,2021-06-08,22:00,00:31,151.0,Los Angeles Clippers,112,109,5,1,W 5
UTA,2021-06-10,22:00,00:39,159.0,Los Angeles Clippers,117,111,6,1,W 6
UTA,2021-06-12,20:30,22:48,138.0,Los Angeles Clippers,106,132,6,2,L 1
UTA,2021-06-14,22:00,00:35,155.0,Los Angeles Clippers,104,118,6,3,L 2
UTA,2021-06-16,22:00,00:42,162.0,Los Angeles Clippers,111,119,6,4,L 3
UTA,2021-06-18,22:00,00:21,141.0,Los Angeles Clippers,119,131,6,5,L 4
UTA,2022-04-16,13:00,15:29,149.0,Dallas Mavericks,99,93,1,0,W 1
UTA,2022-04-18,20:30,22:45,135.0,Dallas Mavericks,104,110,1,1,L 1
UTA,2022-04-21,21:00,23:37,157.0,Dallas Mavericks,118,126,1,2,L 2
UTA,2022-04-23,16:30,19:10,160.0,Dallas Mavericks,100,99,2,2,W 1
UTA,2022-04-25,21:30,23:50,140.0,Dallas Mavericks,77,102,2,3,L 1
UTA,2022-04-28,22:00,00:14,134.0,Dallas Mavericks,96,98,2,4,L 2
WAS,2018-04-14,17:30,19:50,140.0,Toronto Raptors,106,114,0,1,L 1
WAS,2018-04-17,19:00,21:27,147.0,Toronto Raptors,119,130,0,2,L 2
WAS,2018-04-20,20:00,22:31,151.0,Toronto Raptors,122,103,1,2,W 1
WAS,2018-04-22,18:00,20:38,158.0,Toronto Raptors,106,98,2,2,W 2
WAS,2018-04-25,19:00,21:23,143.0,Toronto Raptors,98,108,2,3,L 1
WAS,2018-04-27,19:00,21:18,138.0,Toronto Raptors,92,102,2,4,L 2
WAS,2021-05-23,13:00,15:29,149.0,Philadelphia 76ers,118,125,0,1,L 1
WAS,2021-05-26,19:00,21:21,141.0,Philadelphia 76ers,95,120,0,2,L 2
WAS,2021-05-29,19:00,21:14,134.0,Philadelphia 76ers,103,132,0,3,L 3
WAS,2021-05-31,19:00,21:42,162.0,Philadelphia 76ers,122,114,1,3,W 1
WAS,2021-06-02,19:00,21:34,154.0,Philadelphia 76ers,112,129,1,4,L 1
